Serial_Number,Location name,ESMI_ID,From date,To date,District,State,Category,Connection Type,Lat,Lon,Duplicates_ESMI_Scrapping,
1,5th phase JP Nagar,,7/7/2016,6/12/2017,Bengaluru Urban,Karnataka,State Capital,Domestic,12.90109183,77.58914966,,
2,80 feet road,,9/6/2015,10/2/2018,Dhule,Maharashtra,District Headquarters,Domestic,20.89519943,74.7759818,,
3,Adarsh Nagar ,,3/2/2016,1/22/2017,Saharsa,Bihar,District Headquarters,Domestic,25.88350653,86.6149189,,Offline
4,Adgaon,,5/4/2018,12/31/2018,Nashik,Maharashtra,Gram Panchayat,Domestic,20.03718415,73.85013615,,
5,Agarchitti,,11/23/2016,6/12/2017,Chamoli,Uttarakhand,Gram Panchayat,Domestic,30.01611644,79.3087354,,Offline
6,Agarwal Mohalla Jarwal Kasba,,1/26/2018,12/31/2018,Bahraich,Uttar Pradesh,Other Municipal Area,Domestic,27.5745663,81.60125142,,
7,Agri road Chidambaram,,4/28/2018,12/31/2018,Cuddalore,Tamil Nadu,Other Municipal Area,Domestic,11.39068363,79.72175538,,
8,Aishbagh,,11/3/2017,3/14/2018,Lucknow,Uttar Pradesh,State Capital,Domestic,26.84126749,80.90386321,,
9,Ajekar,,1/9/2015,5/15/2015,Udupi,Karnataka,Gram Panchayat,Domestic,13.32050918,74.99880704,,Offline
10,Akoli Jehangir ,,10/31/2014,3/8/2015,Akola,Maharashtra,Gram Panchayat,Domestic,21.15483668,77.11846612,,Offline
11,Akot ,,11/24/2014,1/7/2017,Akola,Maharashtra,Other Municipal Area,Domestic,21.09598742,77.05470386,,Offline
12,Alambagh,,11/24/2014,12/31/2018,Lucknow,Uttar Pradesh,State Capital,Domestic,26.80801799,80.89713709,,
13,Alandur,,10/29/2014,12/31/2018,Chennai,Tamil Nadu,State Capital,Domestic,13.0008823,80.19930343,,
14,Aliganj,,6/21/2016,12/31/2018,Lucknow,Uttar Pradesh,State Capital,Non Domestic,26.89770276,80.94634345,,
15,Alipur Road,,12/16/2014,5/30/2016,Kolkata,West Bengal,State Capital,Domestic,22.52821233,88.33302228,,Offline
16,Allipur,,12/16/2016,12/31/2018,Fatehpur,Uttar Pradesh,Gram Panchayat,Domestic,25.77271525,81.24369716,,
17,Amar Nagar,,12/15/2014,12/31/2018,Nagpur,Maharashtra,District Headquarters,Domestic,21.10087868,79.11072152,,
18,Ambathur Chennai,,4/11/2018,12/20/2018,Thiruvallur,Tamil Nadu,State Capital,Domestic,13.11873319,80.14558912,,
19,Ameerpeth,171,1/6/2015,12/31/2018,Hyderabad,Telangana,State Capital,Domestic,17.43923119,78.44454787,Y,
20,Amoni,,3/31/2017,4/29/2018,Bhopal,Madhya Pradesh,Gram Panchayat,Non Domestic,23.36816561,77.54215302,,
21,Anand Nagar Sitapur,,2/26/2018,12/31/2018,Sitapur,Uttar Pradesh,District Headquarters,Domestic,27.56551131,80.69731311,,
22,Anegundi,,3/4/2017,8/26/2017,Koppal,Karnataka,Gram Panchayat,Non Domestic,15.3526957,76.49206813,,
23,Angol,,10/13/2015,12/31/2018,Belgaum,Karnataka,District Headquarters,Domestic,15.82390411,74.50536576,,
24,Anjad,,9/20/2015,10/23/2017,Barwani,Madhya Pradesh,Other Municipal Area,Domestic,22.0426494,75.05567134,,Offline
25,Arera Colony ,,8/4/2015,12/31/2018,Bhopal,Madhya Pradesh,State Capital,Domestic,23.211293,77.43422528,,
26,Arjun Nagar,,5/25/2016,12/31/2018,Ghaziabad,Uttar Pradesh,District Headquarters,Domestic,28.6589157,77.4320992,,
27,Arvind Marg,,11/24/2016,12/31/2018,Dehradun,Uttarakhand,State Capital,Domestic,30.33452201,78.05902906,,
28,ASEB Campus,,12/15/2016,3/17/2018,Guwahati,Assam,State Capital,Non Domestic,26.15030488,91.76251583,,
29,Ashiana,,11/3/2017,11/7/2018,Lucknow,Uttar Pradesh,State Capital,Domestic,26.78748245,80.91498766,,Offline
30,Ashok Nagar ,,10/26/2015,12/31/2018,Nashik,Maharashtra,District Headquarters,Domestic,19.98824727,73.71750658,,
31,Ashoka Garden Bhopal,,3/30/2017,12/31/2018,Bhopal,Madhya Pradesh,District Headquarters,Domestic,23.25515676,77.43005477,,
32,Aundh,,10/31/2014,12/31/2018,Pune,Maharashtra,District Headquarters,Domestic,18.55773612,73.80588097,,
33,Avadi Chennai,,1/15/2018,12/31/2018,Thiruvallur,Tamil Nadu,Other Municipal Area,Domestic,13.11236984,80.0893033,,
34,Awali,,9/20/2015,5/22/2016,Barwani,Madhya Pradesh,Gram Panchayat,Agriculture,22.07918027,75.02266134,,Offline
35,Awas Vikas colony Barabanki,,1/16/2018,12/31/2018,Barabanki,Uttar Pradesh,District Headquarters,Domestic,26.91753358,81.17712705,,
36,Badgujar Colony ,,9/5/2015,12/31/2018,Dhule,Maharashtra,District Headquarters,Domestic,20.9325046,74.7740825,,
37,Bag Kala Lan Saharanpur ,,1/18/2017,2/24/2017,Saharanpur,Uttar Pradesh,District Headquarters,Domestic,29.96567162,77.52377267,,Offline
38,Bagh Farahat Afza Bhopal,,7/8/2017,2/12/2018,Bhopal,Madhya Pradesh,District Headquarters,Domestic,23.25809485,77.42511524,,
39,Baghru ,,12/15/2015,12/31/2018,Jaipur,Rajasthan,Other Municipal Area,Domestic,26.81179206,75.55027528,,
40,Bagodar,,5/13/2017,1/12/2018,Giridih,Jharkhand,Other Municipal Area,Domestic,24.07784757,85.83067118,,Offline
41,Bahadurpur,,1/5/2018,12/31/2018,Bahraich,Uttar Pradesh,Gram Panchayat,Domestic,27.53504413,81.62450394,,
42,Baijnathpur,,2/26/2016,12/31/2018,Saharsa,Bihar,Gram Panchayat,Domestic,25.890444,86.64493456,,
43,Bail Bazar,,9/7/2015,12/31/2018,Thane,Maharashtra,Other Municipal Area,Domestic,19.23735451,73.12548363,,Offline
44,Bajirao Road,,10/22/2014,12/31/2018,Pune,Maharashtra,District Headquarters,Non Domestic,18.51099092,73.85341769,,
45,Balaji Nagar,,11/24/2014,12/19/2017,Akola,Maharashtra,District Headquarters,Domestic,20.71498661,76.96890652,,Offline
46,Baluaha,,2/18/2016,12/19/2016,Saharsa,Bihar,Gram Panchayat,Domestic,25.88347072,86.45497813,,Offline
47,Bamunimaidan,,12/16/2016,12/31/2018,Guwahati,Assam,State Capital,Domestic,26.18634742,91.78948776,,
48,Baner,,10/30/2014,12/31/2018,Pune,Maharashtra,District Headquarters,Domestic,18.55992891,73.78388672,,
49,Bangaon,,3/2/2016,10/23/2017,Saharsa,Bihar,Gram Panchayat,Domestic,25.86642813,86.51280429,,Offline
50,Bangi Kunta Raichur,,3/13/2018,12/31/2018,Raichur,Karnataka,District Headquarters,Domestic,16.20668853,77.3612175,,
51,Banjara hills,673,6/2/2017,12/31/2018,Hyderabad,Telangana,State Capital,Domestic,17.41633466,78.43680459,Y,
52,Bank Colony,,5/23/2016,3/12/2018,Sasaram,Bihar,District Headquarters,Domestic,24.95135149,84.00110069,,
53,Baramati,,11/5/2014,7/8/2018,Pune,Maharashtra,Other Municipal Area,Domestic,18.18078997,74.5917106,,
54,Barapal,,6/12/2016,8/27/2016,Udaipur,Rajasthan,Gram Panchayat,Domestic,24.38630518,73.63825877,,
55,Baraulia,,12/31/2017,9/18/2018,Barabanki,Uttar Pradesh,Gram Panchayat,Domestic,26.99647595,81.4888011,,
56,Bardaha,,5/26/2018,12/31/2018,Bahraich,Uttar Pradesh,Gram Panchayat,Domestic,27.80879291,81.4127413,,
57,Bari Bag Saharanpur,,1/4/2017,12/31/2018,Saharanpur,Uttar Pradesh,District Headquarters,Domestic,29.96664606,77.56208735,,
58,Barra 2,,8/6/2015,8/17/2015,Kanpur,Uttar Pradesh,District Headquarters,Domestic,26.43465751,80.30154314,,Offline
59,Barra ,,8/6/2015,8/23/2017,Kanpur,Uttar Pradesh,District Headquarters,Domestic,26.43465751,80.30154314,,Offline
60,Basaweshwara Nagar,,9/25/2015,8/21/2017,Bengaluru Urban,Karnataka,State Capital,Domestic,12.99141592,77.53995035,,
61,Bashirganj Bahraich,,11/15/2017,9/16/2018,Bahraich,Uttar Pradesh,District Headquarters,Domestic,27.58014018,81.58421521,,
62,Belguria,,12/16/2014,4/18/2015,Kolkata,West Bengal,State Capital,Domestic,22.66550982,88.3870016,,Offline
63,Belhara,,12/17/2017,8/23/2018,Barabanki,Uttar Pradesh,Other Municipal Area,Domestic,27.24747106,81.24059436,,Offline
64,Benaulim,,1/28/2016,12/15/2017,Salcete,Goa,Gram Panchayat,Non Domestic,15.24868035,73.93853691,,
65,Besa,,10/7/2015,12/31/2018,Nagpur,Maharashtra,District Headquarters,Non Domestic,21.08701093,79.08872136,,
66,Betalbatim,,1/29/2016,1/12/2017,South Goa,Goa,Gram Panchayat,Non Domestic,15.29966988,73.91935207,,Offline
67,Bethora,,2/3/2016,12/31/2018,North Goa,Goa,Gram Panchayat,Non Domestic,15.38889624,74.02721893,,
68,Bhadupur Sidhauli,,10/25/2017,12/31/2018,Sitapur,Uttar Pradesh,Other Municipal Area,Domestic,27.28596747,80.85029529,,
69,Bhagrahan Tola Nanpara ,,11/10/2017,6/30/2018,Bahraich,Uttar Pradesh,Other Municipal Area,Domestic,27.87461772,81.48998704,,Offline
70,Bhagyanagar,,10/30/2014,12/31/2018,Belgaum,Karnataka,District Headquarters,Domestic,15.82888217,74.5058591,,
71,Bhairav Talab ,,8/31/2015,4/12/2016,Varanasi,Uttar Pradesh,District Headquarters,Domestic,25.28750961,82.8488257,,Offline
72,Bhajanpura,,5/22/2015,12/31/2018,North East Delhi,Delhi,State Capital,Domestic,28.70016123,77.26070656,,
73,Bhaji market,,9/6/2015,12/22/2016,Dhule,Maharashtra,District Headquarters,Domestic,20.9065582,74.75868721,,Offline
74,Bhatbigha,,3/29/2018,12/31/2018,Hazaribagh,Jharkhand,Gram Panchayat,Domestic,24.38097062,85.4017871,,
75,Bhatghar ,,12/2/2014,10/10/2016,Satara,Maharashtra,Gram Panchayat,Domestic,18.16544084,73.85562305,,Offline
76,Bhattha Mehmoodabad,,11/7/2017,12/31/2018,Sitapur,Uttar Pradesh,Other Municipal Area,Domestic,27.29463748,81.12009645,,
77,Bhavaniyapur Baharaich,,11/16/2017,12/31/2018,Bahraich,Uttar Pradesh,Gram Panchayat,Domestic,28.03205644,81.62436765,,
78,Bhendali,,5/13/2018,7/29/2018,Nashik,Maharashtra,Gram Panchayat,Domestic,19.97230507,74.06110709,,
79,Bhimatangi Housing Colony Bhubaneswar,,11/30/2017,12/11/2018,Khordha,Odisha,State Capital,Domestic,20.23671836,85.82085681,,
80,Bhopoli,464,8/1/2016,12/31/2018,Palghar,Maharashtra,Gram Panchayat,Non Domestic,19.76882219,72.98962358,Y,
81,Bhosari,,10/22/2014,12/31/2018,Pune,Maharashtra,Other Municipal Area,Non Domestic,18.63296389,73.84801811,,
82,Bhupauli,,8/31/2015,2/15/2016,Chandauli ,Uttar Pradesh,Gram Panchayat,Domestic,25.34269662,83.17048373,,Offline
83,Bibwewadi ,,8/26/2015,12/31/2018,Pune,Maharashtra,District Headquarters,Domestic,18.46852725,73.8737372,,
84,Birhana Road,,8/6/2015,5/21/2016,Kanpur,Uttar Pradesh,District Headquarters,Non Domestic,26.46273361,80.35442154,,Offline
85,Biswan,,2/23/2018,12/31/2018,Sitapur,Uttar Pradesh,Other Municipal Area,Domestic,27.49357456,80.99588927,,
86,Bodireddypally,,2/19/2016,12/31/2018,Prakasam,Andhra Pradesh,Gram Panchayat,Domestic,15.90374042,79.31677226,,
87,Boiguda,,12/9/2015,1/31/2018,Hyderabad,Telangana,State Capital,Domestic,17.42826004,78.4992189,,Offline
88,Brahmavar,,1/9/2015,12/31/2018,Udupi,Karnataka,Other Municipal Area,Domestic,13.43419552,74.74114949,,
89,Brahmpuri,,6/21/2016,5/8/2018,Udaipur,Rajasthan,District Headquarters,Domestic,24.57742234,73.69293966,,Offline
90,Brandawan,,12/23/2017,12/31/2018,Barabanki,Uttar Pradesh,Gram Panchayat,Domestic,26.93974454,81.19798785,,
91,BTM Layout,,11/5/2014,6/12/2017,Bengaluru Urban,Karnataka,State Capital,Domestic,12.91468881,77.61130332,,Offline
92,Capital Electrical Subdivision,,12/16/2016,12/31/2018,Guwahati,Assam,State Capital,Non Domestic,26.14168261,91.78720489,,
93,Carambolim,,1/29/2016,12/31/2018,North Goa,Goa,Gram Panchayat,Domestic,15.49309301,73.93698575,,
94,Chakia,,11/1/2015,3/23/2016,Chandauli,Uttar Pradesh,Other Municipal Area,Domestic,25.05690034,83.22459689,,Offline
95,Chandikapur,,11/24/2014,4/16/2018,Akola,Maharashtra,Gram Panchayat,Agriculture,20.98300105,77.5078143,,
96,Chandori,,5/12/2018,12/31/2018,Nashik,Maharashtra,Gram Panchayat,Domestic,20.0250979,73.99864664,,
97,Chandra Layout,,12/16/2014,6/22/2018,Bengaluru Urban,Karnataka,State Capital,Domestic,12.95327145,77.52353936,,
98,Chandrasekharpur Bhubaneswar,,12/28/2017,12/13/2018,Khordha,Odisha,State Capital,Domestic,20.32985647,85.81383097,,
99,Chatali Village,,1/13/2016,6/25/2018,Barwani,Madhya Pradesh,Gram Panchayat,Domestic,21.67175334,75.03459326,,Offline
100,Chatali,,2/17/2016,12/1/2016,Barwani,Madhya Pradesh,Gram Panchayat,Agriculture,21.67184487,75.03392816,,Offline
101,Chatori,,5/5/2018,12/31/2018,Nashik,Maharashtra,Gram Panchayat,Domestic,19.99464484,73.99533579,,
102,Chhota Badada ,,9/17/2015,11/13/2017,Barwani,Madhya Pradesh,Gram Panchayat,Domestic,22.03827771,74.904031,,Offline
103,Chichaliya ,,10/8/2015,10/22/2015,Barwani,Madhya Pradesh,Gram Panchayat,Domestic,22.09817706,75.58861816,,Offline
104,Chirgaon,,1/25/2017,10/23/2017,Jhansi,Uttar Pradesh,Other Municipal Area,Domestic,25.57386885,78.81891825,,Offline
105,Chitegaon phata,,5/12/2018,12/31/2018,Nashik,Maharashtra,Gram Panchayat,Non Domestic,19.74018289,75.30196632,,
106,Chitlapakkam Chennai,,12/14/2017,10/20/2018,Kancheepuram,Tamil Nadu,State Capital,Domestic,12.93499789,80.14353326,,
107,Chouksey Nagar Bhopal,,3/30/2017,12/31/2018,Bhopal,Madhya Pradesh,District Headquarters,Domestic,23.27708916,77.404817,,
108,Chowk Bazar Jarwal Kasba,,11/28/2017,12/31/2018,Bahraich,Uttar Pradesh,Other Municipal Area,Domestic,27.57485766,81.59932256,,
109,Chunaitee Gara,,12/19/2016,12/31/2018,Saharanpur,Uttar Pradesh,Gram Panchayat,Domestic,29.96376789,77.55531046,,
110,Civil Line,,8/5/2015,10/23/2017,Kanpur,Uttar Pradesh,District Headquarters,Non Domestic,26.47325628,80.35636776,,Offline
111,Civil line,,1/5/2017,9/15/2017,Fatehpur,Uttar Pradesh,District Headquarters,Domestic,25.92561407,80.80342309,,
112,Civil Lines ,,12/18/2015,12/31/2018,Jaipur,Rajasthan,State Capital,Non Domestic,26.90745991,75.78264405,,
113,Civil lines Jhansi ,,12/27/2016,4/27/2017,Jhansi,Uttar Pradesh,District Headquarters,Domestic,25.44432972,78.5703458,,Offline
114,Colva,,1/13/2016,2/8/2016,South Goa,Goa,Gram Panchayat,Non Domestic,15.27550507,73.91819425,,Offline
115,Congress Nagar,,12/1/2015,12/31/2018,Nagpur,Maharashtra,District Headquarters,Domestic,21.13258935,79.08440136,,
116,Congress Road,,5/30/2016,12/31/2018,Belgaum,Karnataka,District Headquarters,Non Domestic,15.83814416,74.50174503,,
117,Cuncolim,,3/26/2016,12/31/2018,South Goa,Goa,Gram Panchayat,Domestic,15.18563625,74.0058115,,
118,Curti Ponda,,1/28/2016,7/25/2018,North Goa,Goa,Gram Panchayat,Non Domestic,15.4248499,74.02238142,,
119,Dandia Bazar Vadodara,,3/31/2017,12/31/2018,Vadodara,Gujarat,District Headquarters,Domestic,22.30156076,73.19743886,,
120,Dariyabad,,12/21/2017,10/8/2018,Barabanki,Uttar Pradesh,Other Municipal Area,Domestic,26.8857687,81.55593392,,
121,Dashehrabagh Barabanki,,12/18/2017,12/31/2018,Barabanki,Uttar Pradesh,District Headquarters,Domestic,26.93861855,81.1959233,,
122,Datalpara,,12/15/2016,12/31/2018,Guwahati,Assam,State Capital,Domestic,26.12976451,91.72208111,,
123,Daudpur,,11/1/2015,11/23/2015,Chandauli,Uttar Pradesh,Gram Panchayat,Domestic,25.03092999,83.14272761,,Offline
124,Debari Village,,7/20/2016,7/27/2017,Udaipur,Rajasthan,Gram Panchayat,Domestic,24.60278384,73.81640198,,
125,Devangana Hazaribagh,,4/3/2018,12/31/2018,Hazaribagh,Jharkhand,District Headquarters,Domestic,23.99493465,85.36546372,,
126,Deopur,302,9/6/2015,12/31/2018,Dhule,Maharashtra,District Headquarters,Domestic,20.9157471,74.77732101,Y,
127,Devtapur,,8/18/2015,6/3/2018,Sitapur,Uttar Pradesh,Gram Panchayat,Domestic,27.56964894,81.09151214,,Offline
128,Dhakuria Kolkata,,4/18/2017,12/31/2018,Kolkata,West Bengal,State Capital,Domestic,22.50817279,88.3636362,,
129,Dhaneja,,11/1/2015,5/25/2017,Chandauli,Uttar Pradesh,Gram Panchayat,Domestic,25.18890372,83.21262134,,Offline
130,Dhangar Toli Chatra ,,4/27/2017,5/19/2017,Chatra,Jharkhand,District Headquarters,Domestic,24.2050015,84.87215966,,Offline
131,Dhanoli Agra,,12/28/2016,4/29/2018,Agra,Uttar Pradesh,Gram Panchayat,Non Domestic,27.17991484,78.01989285,,
132,Dhanwa Ramsahaypurwa Bahraich ,,11/17/2017,2/21/2018,Bahraich,Uttar Pradesh,Gram Panchayat,Domestic,27.70231121,81.32303886,,Offline
133,Dharampur,,8/29/2016,6/23/2018,Sitapur,Uttar Pradesh,Gram Panchayat,Domestic,28.9383579,78.92633098,,
134,Dhawatand,,5/12/2017,5/26/2017,Giridih,Jharkhand,Gram Panchayat,Domestic,24.188007,86.28726105,,Offline
135,Dondolo,,5/13/2017,6/19/2018,Giridih,Jharkhand,Gram Panchayat,Domestic,24.188007,86.28726105,,Offline
136,Dumar,,9/1/2017,10/20/2017,Hazaribagh,Jharkhand,Gram Panchayat,Domestic,23.91415969,85.49563473,,
137,Fatehpur,,12/17/2017,12/31/2018,Barabanki,Uttar Pradesh,Other Municipal Area,Domestic,27.17394843,81.21224629,,
138,Fazalganj,,1/4/2016,12/2/2018,Sasaram,Bihar,District Headquarters,Domestic,24.95496283,83.99858329,,
139,Firozpur Suratganj,741,4/20/2018,12/31/2018,Barabanki,Uttar Pradesh,Gram Panchayat,Domestic,27.19876711,81.33255924,Y,
140,Gachibowli ,,11/29/2015,12/31/2018,Hyderabad,Telangana,State Capital,Domestic,17.44298616,78.33711266,,
141,Gajipur ,,11/8/2014,2/25/2016,Akola,Maharashtra,Gram Panchayat,Non Domestic,20.702484,77.02414989,,Offline
142,Galagihulukoppa,,3/25/2017,6/2/2017,Dharwad,Karnataka,Gram Panchayat,Non Domestic,15.46365754,74.99466058,,Offline
143,Gandhi Nagar  Semmandalam,,1/15/2018,5/19/2018,Cuddalore,Tamil Nadu,District Headquarters,Domestic,11.76234103,79.74899696,,
144,Ganeshpur,,11/3/2017,12/31/2018,Barabanki,Uttar Pradesh,Gram Panchayat,Domestic,26.89875669,81.14399611,,
145,Gangjala,,3/2/2016,8/17/2017,Saharsa,Bihar,District Headquarters,Domestic,25.88435826,86.59998899,,Offline
146,Garladinne,,1/5/2015,12/31/2018,Anantpur,Andhra Pradesh,Other Municipal Area,Domestic,14.82373144,77.59601775,,
147,Ghulam Ali Pura Bahraich,,11/15/2017,6/9/2018,Bahraich,Uttar Pradesh,District Headquarters,Domestic,27.58682599,81.59360107,,
148,Gimhavne,,5/25/2017,12/31/2018,Ratnagiri,Maharashtra,Gram Panchayat,Domestic,17.76384213,73.1680006,,
149,GNB road,,12/15/2016,12/31/2018,Guwahati,Assam,State Capital,Domestic,26.18544549,91.75615428,,
150,Gogal Madgaon,,1/28/2016,12/31/2018,South Goa,Goa,District Headquarters,Domestic,15.29056706,73.98886158,,
151,Gohaibari,,12/15/2016,12/29/2017,Guwahati,Assam,State Capital,Domestic,26.30293374,92.58102087,,
152,Gollapalle,,2/10/2016,2/3/2018,Prakasam,Andhra Pradesh,Gram Panchayat,Agriculture,15.92544764,79.3970079,,Offline
153,Golpark ,,12/16/2014,10/16/2017,Kolkata,West Bengal,State Capital,Domestic,22.5167072,88.366301,,Offline
154,Gondaura,,11/3/2017,12/31/2018,Barabanki,Uttar Pradesh,Gram Panchayat,Domestic,27.09630203,81.37569039,,
155,Gondur,,9/6/2015,12/31/2018,Dhule,Maharashtra,Gram Panchayat,Agriculture,20.96155658,74.700489,,
156,Gopalapuram,,12/16/2014,12/31/2018,Chennai,Tamil Nadu,State Capital,Domestic,13.05009581,80.25754225,,
157,Govardhanagiri Avadi,,4/11/2018,12/2/2018,Thiruvallur,Tamil Nadu,State Capital,Domestic,13.09925103,80.10779506,,
158,Guddiangadi,,1/7/2015,12/31/2018,Udupi,Karnataka,Gram Panchayat,Domestic,13.32082826,74.88097774,,
159,Guhagar (C),,3/12/2017,12/31/2018,Ratnagiri,Maharashtra,Other Municipal Area,Non Domestic,17.47825989,73.19755345,,
160,Guhagar (R),,3/14/2017,12/31/2018,Ratnagiri,Maharashtra,Other Municipal Area,Domestic,17.47825989,73.19755345,,
161,Guwahati Club,,12/16/2016,8/11/2017,Guwahati,Assam,State Capital,Non Domestic,26.18497,91.75817725,,Offline
162,Gwartala Gairsain,,11/24/2016,12/31/2018,Chamoli,Uttarakhand,District Headquarters,Domestic,30.0532888,79.28725716,,
163,Haidergarh,,1/14/2018,12/31/2018,Barabanki,Uttar Pradesh,Other Municipal Area,Domestic,26.60598428,81.36501297,,
164,Halbhavi Camp,,7/11/2016,12/31/2018,Belgaum,Karnataka,District Headquarters,Domestic,15.88153813,74.5334616,,
165,Haqikatnagar Saharanpur,,12/29/2016,5/29/2018,Saharanpur,Uttar Pradesh,District Headquarters,Domestic,29.94763735,77.55201268,,
166,Harladih,,5/13/2017,5/29/2017,Giridih,Jharkhand,Gram Panchayat,Domestic,23.85133207,85.93987285,,
167,Harsinghpur,,1/3/2017,2/1/2017,Fatehpur,Uttar Pradesh,Gram Panchayat,Domestic,26.12067428,80.59367393,,Offline
168,Hathroi,,11/24/2015,6/12/2017,Jaipur,Rajasthan,State Capital,Domestic,26.91611967,75.79675915,,Offline
169,Hedayetpur,,12/16/2016,11/24/2018,Guwahati,Assam,State Capital,Domestic,26.18364731,91.75906671,,
170,Hindawadi,,11/9/2016,12/31/2018,Belgaum,Karnataka,District Headquarters,Domestic,15.83605197,74.51228034,,
171,Hiwarkhed (I) ,,11/24/2014,6/19/2017,Akola,Maharashtra,Gram Panchayat,Non Domestic,21.1326451,76.85742144,,Offline
172,Hiwarkhed (R),,11/24/2014,12/31/2018,Akola,Maharashtra,Gram Panchayat,Domestic,21.1326451,76.85742144,,
173,Housila Nagar Faizabad,,1/7/2017,9/4/2017,Faizabad,Uttar Pradesh,District Headquarters,Domestic,26.76655016,82.12361026,,
174,Hudem,,3/23/2017,6/11/2017,Bellary,Karnataka,Gram Panchayat,Non Domestic,14.63328262,76.58160706,,Offline
175,Husepur,,1/2/2017,11/9/2018,Fatehpur,Uttar Pradesh,Gram Panchayat,Domestic,26.04345549,80.50920134,,
176,Huzurpur road,,11/6/2017,12/31/2018,Kaisarganj,Uttar Pradesh,Gram Panchayat,Domestic,27.34788077,81.66906363,,
177,Huzurpur,,11/9/2017,12/31/2018,Bahraich,Uttar Pradesh,Gram Panchayat,Domestic,27.34788077,81.66906363,,
178,Hydel Colony Jhansi ,,1/2/2017,6/7/2017,Jhansi,Uttar Pradesh,District Headquarters,Domestic,25.45352549,78.56376981,,Offline
179,Ibrahimpur,,3/16/2018,12/31/2018,Barabanki,Uttar Pradesh,Gram Panchayat,Domestic,27.13832396,81.25081405,,
180,Ichauli,,7/31/2016,7/30/2018,Sitapur,Uttar Pradesh,Gram Panchayat,Domestic,26.4635005,81.0234539,,
181,Idu ,,1/9/2015,12/7/2015,Udupi,Karnataka,Gram Panchayat,Domestic,13.15287848,75.1660996,,Offline
182,Iggiri,,4/17/2017,10/15/2017,Bhopal,Madhya Pradesh,Gram Panchayat,Domestic,23.50765457,77.3544895,,Offline
183,Ikkadu,,2/26/2018,5/4/2018,Thiruvallur,Tamil Nadu,Other Municipal Area,Domestic,13.15781815,79.91876158,,
184,Inayat Nagar,,1/23/2017,9/26/2017,Faizabad,Uttar Pradesh,Gram Panchayat,Domestic,26.62319483,81.96056744,,
185,Inder Vihar Dehradun,,3/16/2017,12/15/2018,Dehradun,Uttarakhand,State Capital,Domestic,30.3381115,78.04920053,,
186,Indirapuram,,12/16/2014,12/31/2018,Ghaziabad,Uttar Pradesh,District Headquarters,Domestic,28.6495333,77.3660208,,
187,Industrial Phase 1,,8/26/2015,12/28/2017,Chandigarh,Chandigarh,State Capital,Non Domestic,30.70467583,76.80437471,,
188,Industrial Phase 2 ,,8/26/2015,6/19/2017,Chandigarh,Chandigarh,State Capital,Non Domestic,30.70827795,76.80224965,,Offline
