station_id,Location name,ESMI_ID,District,State,Lat,Lon,era_min_time,era_max_time,era_lat,era_lon
1,5th phase JP Nagar,,Bengaluru Urban,Karnataka,12.90109183,77.58914966,2016-06-01,2017-07-01,12.9,77.6
2,80 feet road,,Dhule,Maharashtra,20.89519943,74.7759818,2015-08-01,2018-11-01,20.9,74.8
3,Adarsh Nagar ,,Saharsa,Bihar,25.88350653,86.6149189,2016-02-01,2017-02-01,25.9,86.6
4,Adgaon,,Nashik,Maharashtra,20.03718415,73.85013615,2018-04-01,2019-01-01,20.0,73.9
5,Agarchitti,,Chamoli,Uttarakhand,30.01611644,79.3087354,2016-10-01,2017-07-01,30.0,79.3
6,Agarwal Mohalla Jarwal Kasba,,Bahraich,Uttar Pradesh,27.5745663,81.60125142,2017-12-01,2019-01-01,27.6,81.6
7,Agri road Chidambaram,,Cuddalore,Tamil Nadu,11.39068363,79.72175538,2018-03-01,2019-01-01,11.4,79.7
8,Aishbagh,,Lucknow,Uttar Pradesh,26.84126749,80.90386321,2017-10-01,2018-11-01,26.8,80.9
9,Ajekar,,Udupi,Karnataka,13.32050918,74.99880704,2014-12-01,2015-06-01,13.3,75.0
10,Akoli Jehangir ,,Akola,Maharashtra,21.15483668,77.11846612,2014-09-01,2015-04-01,21.2,77.1
11,Akot ,,Akola,Maharashtra,21.09598742,77.05470386,2014-10-01,2017-02-01,21.1,77.1
12,Alambagh,,Lucknow,Uttar Pradesh,26.80801799,80.89713709,2014-10-01,2019-01-01,26.8,80.9
13,Alandur,,Chennai,Tamil Nadu,13.0008823,80.19930343,2014-09-01,2019-01-01,13.0,80.2
14,Aliganj,,Lucknow,Uttar Pradesh,26.89770276,80.94634345,2016-05-01,2019-01-01,26.9,80.9
15,Alipur Road,,Kolkata,West Bengal,22.52821233,88.33302228,2014-11-01,2016-06-01,22.5,88.3
16,Allipur,,Fatehpur,Uttar Pradesh,25.77271525,81.24369716,2016-11-01,2019-01-01,25.8,81.2
17,Amar Nagar,,Nagpur,Maharashtra,21.10087868,79.11072152,2014-11-01,2019-01-01,21.1,79.1
18,Ambathur Chennai,,Thiruvallur,Tamil Nadu,13.11873319,80.14558912,2018-03-01,2019-01-01,13.1,80.1
20,Amoni,,Bhopal,Madhya Pradesh,23.36816561,77.54215302,2017-02-01,2018-11-01,23.4,77.5
21,Anand Nagar Sitapur,,Sitapur,Uttar Pradesh,27.56551131,80.69731311,2018-01-01,2019-01-01,27.6,80.7
22,Anegundi,,Koppal,Karnataka,15.3526957,76.49206813,2017-02-01,2017-09-01,15.4,76.5
23,Angol,,Belgaum,Karnataka,15.82390411,74.50536576,2015-09-01,2019-01-01,15.8,74.5
24,Anjad,,Barwani,Madhya Pradesh,22.0426494,75.05567134,2015-08-01,2017-11-01,22.0,75.1
25,Arera Colony ,,Bhopal,Madhya Pradesh,23.211293,77.43422528,2015-07-01,2019-01-01,23.2,77.4
26,Arjun Nagar,,Ghaziabad,Uttar Pradesh,28.6589157,77.4320992,2016-04-01,2019-01-01,28.7,77.4
27,Arvind Marg,,Dehradun,Uttarakhand,30.33452201,78.05902906,2016-10-01,2019-01-01,30.3,78.1
28,ASEB Campus,,Guwahati,Assam,26.15030488,91.76251583,2016-11-01,2018-04-01,26.2,91.8
29,Ashiana,,Lucknow,Uttar Pradesh,26.78748245,80.91498766,2017-10-01,2018-12-01,26.8,80.9
30,Ashok Nagar ,,Nashik,Maharashtra,19.98824727,73.71750658,2015-09-01,2019-01-01,20.0,73.7
31,Ashoka Garden Bhopal,,Bhopal,Madhya Pradesh,23.25515676,77.43005477,2017-02-01,2019-01-01,23.3,77.4
32,Aundh,,Pune,Maharashtra,18.55773612,73.80588097,2014-09-01,2019-01-01,18.6,73.8
33,Avadi Chennai,,Thiruvallur,Tamil Nadu,13.11236984,80.0893033,2017-12-01,2019-01-01,13.1,80.1
34,Awali,,Barwani,Madhya Pradesh,22.07918027,75.02266134,2015-08-01,2016-06-01,22.1,75.0
35,Awas Vikas colony Barabanki,,Barabanki,Uttar Pradesh,26.91753358,81.17712705,2017-12-01,2019-01-01,26.9,81.2
36,Badgujar Colony ,,Dhule,Maharashtra,20.9325046,74.7740825,2015-08-01,2019-01-01,20.9,74.8
37,Bag Kala Lan Saharanpur ,,Saharanpur,Uttar Pradesh,29.96567162,77.52377267,2016-12-01,2017-03-01,30.0,77.5
38,Bagh Farahat Afza Bhopal,,Bhopal,Madhya Pradesh,23.25809485,77.42511524,2017-06-01,2018-03-01,23.3,77.4
39,Baghru ,,Jaipur,Rajasthan,26.81179206,75.55027528,2015-11-01,2019-01-01,26.8,75.6
40,Bagodar,,Giridih,Jharkhand,24.07784757,85.83067118,2017-04-01,2018-02-01,24.1,85.8
41,Bahadurpur,,Bahraich,Uttar Pradesh,27.53504413,81.62450394,2017-12-01,2019-01-01,27.5,81.6
42,Baijnathpur,,Saharsa,Bihar,25.890444,86.64493456,2016-01-01,2019-01-01,25.9,86.6
43,Bail Bazar,,Thane,Maharashtra,19.23735451,73.12548363,2015-08-01,2018-07-01,19.2,73.1
44,Bajirao Road,,Pune,Maharashtra,18.51099092,73.85341769,2014-09-01,2019-01-01,18.5,73.9
45,Balaji Nagar,,Akola,Maharashtra,20.71498661,76.96890652,2014-10-01,2018-01-01,20.7,77.0
46,Baluaha,,Saharsa,Bihar,25.88347072,86.45497813,2016-01-01,2017-01-01,25.9,86.5
47,Bamunimaidan,,Guwahati,Assam,26.18634742,91.78948776,2016-11-01,2019-01-01,26.2,91.8
48,Baner,,Pune,Maharashtra,18.55992891,73.78388672,2014-09-01,2019-01-01,18.6,73.8
49,Bangaon,,Saharsa,Bihar,25.86642813,86.51280429,2016-02-01,2017-11-01,25.9,86.5
50,Bangi Kunta Raichur,,Raichur,Karnataka,16.20668853,77.3612175,2018-02-01,2019-01-01,16.2,77.4
52,Bank Colony,,Sasaram,Bihar,24.95135149,84.00110069,2016-04-01,2018-04-01,25.0,84.0
53,Baramati,,Pune,Maharashtra,18.18078997,74.5917106,2014-10-01,2018-08-01,18.2,74.6
54,Barapal,,Udaipur,Rajasthan,24.38630518,73.63825877,2016-05-01,2016-09-01,24.4,73.6
55,Baraulia,,Barabanki,Uttar Pradesh,26.99647595,81.4888011,2017-11-01,2018-10-01,27.0,81.5
56,Bardaha,,Bahraich,Uttar Pradesh,27.80879291,81.4127413,2018-04-01,2019-01-01,27.8,81.4
57,Bari Bag Saharanpur,,Saharanpur,Uttar Pradesh,29.96664606,77.56208735,2016-12-01,2019-01-01,30.0,77.6
58,Barra 2,,Kanpur,Uttar Pradesh,26.43465751,80.30154314,2015-07-01,2015-09-01,26.4,80.3
59,Barra ,,Kanpur,Uttar Pradesh,26.43465751,80.30154314,2015-07-01,2017-09-01,26.4,80.3
60,Basaweshwara Nagar,,Bengaluru Urban,Karnataka,12.99141592,77.53995035,2015-08-01,2017-09-01,13.0,77.5
61,Bashirganj Bahraich,,Bahraich,Uttar Pradesh,27.58014018,81.58421521,2017-10-01,2018-10-01,27.6,81.6
62,Belguria,,Kolkata,West Bengal,22.66550982,88.3870016,2014-11-01,2015-05-01,22.7,88.4
63,Belhara,,Barabanki,Uttar Pradesh,27.24747106,81.24059436,2017-11-01,2018-09-01,27.2,81.2
65,Besa,,Nagpur,Maharashtra,21.08701093,79.08872136,2015-09-01,2019-01-01,21.1,79.1
67,Bethora,,North Goa,Goa,15.38889624,74.02721893,2016-01-01,2019-01-01,15.4,74.0
68,Bhadupur Sidhauli,,Sitapur,Uttar Pradesh,27.28596747,80.85029529,2017-09-01,2019-01-01,27.3,80.9
69,Bhagrahan Tola Nanpara ,,Bahraich,Uttar Pradesh,27.87461772,81.48998704,2017-10-01,2018-07-01,27.9,81.5
70,Bhagyanagar,,Belgaum,Karnataka,15.82888217,74.5058591,2014-09-01,2019-01-01,15.8,74.5
71,Bhairav Talab ,,Varanasi,Uttar Pradesh,25.28750961,82.8488257,2015-07-01,2016-05-01,25.3,82.8
72,Bhajanpura,,North East Delhi,Delhi,28.70016123,77.26070656,2015-04-01,2019-01-01,28.7,77.3
73,Bhaji market,,Dhule,Maharashtra,20.9065582,74.75868721,2015-08-01,2017-01-01,20.9,74.8
74,Bhatbigha,,Hazaribagh,Jharkhand,24.38097062,85.4017871,2018-02-01,2019-01-01,24.4,85.4
75,Bhatghar ,,Satara,Maharashtra,18.16544084,73.85562305,2014-11-01,2016-11-01,18.2,73.9
76,Bhattha Mehmoodabad,,Sitapur,Uttar Pradesh,27.29463748,81.12009645,2017-10-01,2019-01-01,27.3,81.1
77,Bhavaniyapur Baharaich,,Bahraich,Uttar Pradesh,28.03205644,81.62436765,2017-10-01,2019-01-01,28.0,81.6
78,Bhendali,,Nashik,Maharashtra,19.97230507,74.06110709,2018-04-01,2019-01-01,20.0,74.1
79,Bhimatangi Housing Colony Bhubaneswar,,Khordha,Odisha,20.23671836,85.82085681,2017-10-01,2019-01-01,20.2,85.8
81,Bhosari,,Pune,Maharashtra,18.63296389,73.84801811,2014-09-01,2019-01-01,18.6,73.8
82,Bhupauli,,Chandauli ,Uttar Pradesh,25.34269662,83.17048373,2015-07-01,2016-03-01,25.3,83.2
83,Bibwewadi ,,Pune,Maharashtra,18.46852725,73.8737372,2015-07-01,2019-01-01,18.5,73.9
84,Birhana Road,,Kanpur,Uttar Pradesh,26.46273361,80.35442154,2015-07-01,2016-06-01,26.5,80.4
85,Biswan,,Sitapur,Uttar Pradesh,27.49357456,80.99588927,2018-01-01,2019-01-01,27.5,81.0
86,Bodireddypally,,Prakasam,Andhra Pradesh,15.90374042,79.31677226,2016-01-01,2019-01-01,15.9,79.3
87,Boiguda,,Hyderabad,Telangana,17.42826004,78.4992189,2015-11-01,2018-02-01,17.4,78.5
89,Brahmpuri,,Udaipur,Rajasthan,24.57742234,73.69293966,2016-05-01,2018-06-01,24.6,73.7
90,Brandawan,,Barabanki,Uttar Pradesh,26.93974454,81.19798785,2017-11-01,2019-01-01,26.9,81.2
91,BTM Layout,,Bengaluru Urban,Karnataka,12.91468881,77.61130332,2014-10-01,2017-07-01,12.9,77.6
92,Capital Electrical Subdivision,,Guwahati,Assam,26.14168261,91.78720489,2016-11-01,2019-01-01,26.1,91.8
94,Chakia,,Chandauli,Uttar Pradesh,25.05690034,83.22459689,2015-10-01,2016-04-01,25.1,83.2
95,Chandikapur,,Akola,Maharashtra,20.98300105,77.5078143,2014-10-01,2018-05-01,21.0,77.5
96,Chandori,,Nashik,Maharashtra,20.0250979,73.99864664,2018-04-01,2019-01-01,20.0,74.0
97,Chandra Layout,,Bengaluru Urban,Karnataka,12.95327145,77.52353936,2014-11-01,2018-07-01,13.0,77.5
98,Chandrasekharpur Bhubaneswar,,Khordha,Odisha,20.32985647,85.81383097,2017-11-01,2019-01-01,20.3,85.8
99,Chatali Village,,Barwani,Madhya Pradesh,21.67175334,75.03459326,2015-12-01,2018-07-01,21.7,75.0
100,Chatali,,Barwani,Madhya Pradesh,21.67184487,75.03392816,2016-01-01,2017-01-01,21.7,75.0
101,Chatori,,Nashik,Maharashtra,19.99464484,73.99533579,2018-04-01,2019-01-01,20.0,74.0
102,Chhota Badada ,,Barwani,Madhya Pradesh,22.03827771,74.904031,2015-08-01,2017-12-01,22.0,74.9
103,Chichaliya ,,Barwani,Madhya Pradesh,22.09817706,75.58861816,2015-09-01,2015-11-01,22.1,75.6
104,Chirgaon,,Jhansi,Uttar Pradesh,25.57386885,78.81891825,2016-12-01,2017-11-01,25.6,78.8
105,Chitegaon phata,,Nashik,Maharashtra,19.74018289,75.30196632,2018-04-01,2019-01-01,19.7,75.3
106,Chitlapakkam Chennai,,Kancheepuram,Tamil Nadu,12.93499789,80.14353326,2017-11-01,2018-11-01,12.9,80.1
107,Chouksey Nagar Bhopal,,Bhopal,Madhya Pradesh,23.27708916,77.404817,2017-02-01,2019-01-01,23.3,77.4
108,Chowk Bazar Jarwal Kasba,,Bahraich,Uttar Pradesh,27.57485766,81.59932256,2017-10-01,2019-01-01,27.6,81.6
109,Chunaitee Gara,,Saharanpur,Uttar Pradesh,29.96376789,77.55531046,2016-11-01,2019-01-01,30.0,77.6
110,Civil Line,,Kanpur,Uttar Pradesh,26.47325628,80.35636776,2015-07-01,2017-11-01,26.5,80.4
111,Civil line,,Fatehpur,Uttar Pradesh,25.92561407,80.80342309,2016-12-01,2017-10-01,25.9,80.8
112,Civil Lines ,,Jaipur,Rajasthan,26.90745991,75.78264405,2015-11-01,2019-01-01,26.9,75.8
113,Civil lines Jhansi ,,Jhansi,Uttar Pradesh,25.44432972,78.5703458,2016-11-01,2017-05-01,25.4,78.6
115,Congress Nagar,,Nagpur,Maharashtra,21.13258935,79.08440136,2015-11-01,2019-01-01,21.1,79.1
116,Congress Road,,Belgaum,Karnataka,15.83814416,74.50174503,2016-04-01,2019-01-01,15.8,74.5
117,Cuncolim,,South Goa,Goa,15.18563625,74.0058115,2016-02-01,2019-01-01,15.2,74.0
118,Curti Ponda,,North Goa,Goa,15.4248499,74.02238142,2015-12-01,2018-08-01,15.4,74.0
119,Dandia Bazar Vadodara,,Vadodara,Gujarat,22.30156076,73.19743886,2017-02-01,2019-01-01,22.3,73.2
120,Dariyabad,,Barabanki,Uttar Pradesh,26.8857687,81.55593392,2017-11-01,2018-11-01,26.9,81.6
121,Dashehrabagh Barabanki,,Barabanki,Uttar Pradesh,26.93861855,81.1959233,2017-11-01,2019-01-01,26.9,81.2
122,Datalpara,,Guwahati,Assam,26.12976451,91.72208111,2016-11-01,2019-01-01,26.1,91.7
123,Daudpur,,Chandauli,Uttar Pradesh,25.03092999,83.14272761,2015-10-01,2015-12-01,25.0,83.1
124,Debari Village,,Udaipur,Rajasthan,24.60278384,73.81640198,2016-06-01,2017-08-01,24.6,73.8
125,Devangana Hazaribagh,,Hazaribagh,Jharkhand,23.99493465,85.36546372,2018-03-01,2019-01-01,24.0,85.4
127,Devtapur,,Sitapur,Uttar Pradesh,27.56964894,81.09151214,2015-07-01,2018-07-01,27.6,81.1
128,Dhakuria Kolkata,,Kolkata,West Bengal,22.50817279,88.3636362,2017-03-01,2019-01-01,22.5,88.4
129,Dhaneja,,Chandauli,Uttar Pradesh,25.18890372,83.21262134,2015-10-01,2017-06-01,25.2,83.2
130,Dhangar Toli Chatra ,,Chatra,Jharkhand,24.2050015,84.87215966,2017-03-01,2017-06-01,24.2,84.9
131,Dhanoli Agra,,Agra,Uttar Pradesh,27.17991484,78.01989285,2016-11-01,2018-05-01,27.2,78.0
132,Dhanwa Ramsahaypurwa Bahraich ,,Bahraich,Uttar Pradesh,27.70231121,81.32303886,2017-10-01,2018-03-01,27.7,81.3
133,Dharampur,,Sitapur,Uttar Pradesh,28.9383579,78.92633098,2016-07-01,2018-07-01,28.9,78.9
134,Dhawatand,,Giridih,Jharkhand,24.188007,86.28726105,2017-04-01,2017-06-01,24.2,86.3
135,Dondolo,,Giridih,Jharkhand,24.188007,86.28726105,2017-04-01,2018-07-01,24.2,86.3
136,Dumar,,Hazaribagh,Jharkhand,23.91415969,85.49563473,2017-08-01,2017-11-01,23.9,85.5
137,Fatehpur,,Barabanki,Uttar Pradesh,27.17394843,81.21224629,2017-11-01,2019-01-01,27.2,81.2
138,Fazalganj,,Sasaram,Bihar,24.95496283,83.99858329,2015-12-01,2018-12-01,25.0,84.0
140,Gachibowli ,,Hyderabad,Telangana,17.44298616,78.33711266,2015-10-01,2019-01-01,17.4,78.3
141,Gajipur ,,Akola,Maharashtra,20.702484,77.02414989,2014-10-01,2016-03-01,20.7,77.0
142,Galagihulukoppa,,Dharwad,Karnataka,15.46365754,74.99466058,2017-02-01,2017-07-01,15.5,75.0
143,Gandhi Nagar  Semmandalam,,Cuddalore,Tamil Nadu,11.76234103,79.74899696,2017-12-01,2018-06-01,11.8,79.7
144,Ganeshpur,,Barabanki,Uttar Pradesh,26.89875669,81.14399611,2017-10-01,2019-01-01,26.9,81.1
145,Gangjala,,Saharsa,Bihar,25.88435826,86.59998899,2016-02-01,2017-09-01,25.9,86.6
146,Garladinne,,Anantpur,Andhra Pradesh,14.82373144,77.59601775,2014-12-01,2019-01-01,14.8,77.6
147,Ghulam Ali Pura Bahraich,,Bahraich,Uttar Pradesh,27.58682599,81.59360107,2017-10-01,2018-07-01,27.6,81.6
149,GNB road,,Guwahati,Assam,26.18544549,91.75615428,2016-11-01,2019-01-01,26.2,91.8
150,Gogal Madgaon,,South Goa,Goa,15.29056706,73.98886158,2015-12-01,2019-01-01,15.3,74.0
151,Gohaibari,,Guwahati,Assam,26.30293374,92.58102087,2016-11-01,2018-01-01,26.3,92.6
152,Gollapalle,,Prakasam,Andhra Pradesh,15.92544764,79.3970079,2016-01-01,2018-03-01,15.9,79.4
153,Golpark ,,Kolkata,West Bengal,22.5167072,88.366301,2014-11-01,2017-11-01,22.5,88.4
154,Gondaura,,Barabanki,Uttar Pradesh,27.09630203,81.37569039,2017-10-01,2019-01-01,27.1,81.4
155,Gondur,,Dhule,Maharashtra,20.96155658,74.700489,2015-08-01,2019-01-01,21.0,74.7
156,Gopalapuram,,Chennai,Tamil Nadu,13.05009581,80.25754225,2014-11-01,2019-01-01,13.1,80.3
157,Govardhanagiri Avadi,,Thiruvallur,Tamil Nadu,13.09925103,80.10779506,2018-03-01,2019-01-01,13.1,80.1
158,Guddiangadi,,Udupi,Karnataka,13.32082826,74.88097774,2014-12-01,2019-01-01,13.3,74.9
159,Guhagar (C),,Ratnagiri,Maharashtra,17.47825989,73.19755345,2017-02-01,2019-01-01,17.5,73.2
160,Guhagar (R),,Ratnagiri,Maharashtra,17.47825989,73.19755345,2017-02-01,2019-01-01,17.5,73.2
161,Guwahati Club,,Guwahati,Assam,26.18497,91.75817725,2016-11-01,2017-09-01,26.2,91.8
162,Gwartala Gairsain,,Chamoli,Uttarakhand,30.0532888,79.28725716,2016-10-01,2019-01-01,30.1,79.3
163,Haidergarh,,Barabanki,Uttar Pradesh,26.60598428,81.36501297,2017-12-01,2019-01-01,26.6,81.4
164,Halbhavi Camp,,Belgaum,Karnataka,15.88153813,74.5334616,2016-06-01,2019-01-01,15.9,74.5
165,Haqikatnagar Saharanpur,,Saharanpur,Uttar Pradesh,29.94763735,77.55201268,2016-11-01,2018-06-01,29.9,77.6
166,Harladih,,Giridih,Jharkhand,23.85133207,85.93987285,2017-04-01,2017-06-01,23.9,85.9
167,Harsinghpur,,Fatehpur,Uttar Pradesh,26.12067428,80.59367393,2016-12-01,2017-03-01,26.1,80.6
168,Hathroi,,Jaipur,Rajasthan,26.91611967,75.79675915,2015-10-01,2017-07-01,26.9,75.8
169,Hedayetpur,,Guwahati,Assam,26.18364731,91.75906671,2016-11-01,2018-12-01,26.2,91.8
170,Hindawadi,,Belgaum,Karnataka,15.83605197,74.51228034,2016-10-01,2019-01-01,15.8,74.5
171,Hiwarkhed (I) ,,Akola,Maharashtra,21.1326451,76.85742144,2014-10-01,2017-07-01,21.1,76.9
172,Hiwarkhed (R),,Akola,Maharashtra,21.1326451,76.85742144,2014-10-01,2019-01-01,21.1,76.9
173,Housila Nagar Faizabad,,Faizabad,Uttar Pradesh,26.76655016,82.12361026,2016-12-01,2017-10-01,26.8,82.1
174,Hudem,,Bellary,Karnataka,14.63328262,76.58160706,2017-02-01,2017-07-01,14.6,76.6
175,Husepur,,Fatehpur,Uttar Pradesh,26.04345549,80.50920134,2016-12-01,2018-12-01,26.0,80.5
176,Huzurpur road,,Kaisarganj,Uttar Pradesh,27.34788077,81.66906363,2017-10-01,2019-01-01,27.3,81.7
177,Huzurpur,,Bahraich,Uttar Pradesh,27.34788077,81.66906363,2017-10-01,2019-01-01,27.3,81.7
178,Hydel Colony Jhansi ,,Jhansi,Uttar Pradesh,25.45352549,78.56376981,2016-12-01,2017-07-01,25.5,78.6
179,Ibrahimpur,,Barabanki,Uttar Pradesh,27.13832396,81.25081405,2018-02-01,2019-01-01,27.1,81.3
180,Ichauli,,Sitapur,Uttar Pradesh,26.4635005,81.0234539,2016-06-01,2018-08-01,26.5,81.0
181,Idu ,,Udupi,Karnataka,13.15287848,75.1660996,2014-12-01,2016-01-01,13.2,75.2
182,Iggiri,,Bhopal,Madhya Pradesh,23.50765457,77.3544895,2017-03-01,2017-11-01,23.5,77.4
183,Ikkadu,,Thiruvallur,Tamil Nadu,13.15781815,79.91876158,2018-01-01,2018-06-01,13.2,79.9
184,Inayat Nagar,,Faizabad,Uttar Pradesh,26.62319483,81.96056744,2016-12-01,2017-10-01,26.6,82.0
185,Inder Vihar Dehradun,,Dehradun,Uttarakhand,30.3381115,78.04920053,2017-02-01,2019-01-01,30.3,78.0
186,Indirapuram,,Ghaziabad,Uttar Pradesh,28.6495333,77.3660208,2014-11-01,2019-01-01,28.6,77.4
187,Industrial Phase 1,,Chandigarh,Chandigarh,30.70467583,76.80437471,2015-07-01,2018-01-01,30.7,76.8
188,Industrial Phase 2 ,,Chandigarh,Chandigarh,30.70827795,76.80224965,2015-07-01,2017-07-01,30.7,76.8
189,Isri Bazar,,Giridih,Jharkhand,23.98414463,86.03354163,2017-04-01,2018-01-01,24.0,86.0
190,Jadavpur,,Kolkata,West Bengal,22.49472891,88.36585923,2017-03-01,2019-01-01,22.5,88.4
